project,genome,file_accession,type,output_type,replicates,pipe
ENCSR000BJY,GRCh38,ENCFF882AEU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BJY,GRCh38,ENCFF569KWA,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BJY,GRCh38,ENCFF077NQS,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EHE,GRCh38,ENCFF882ARK,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EHE,GRCh38,ENCFF993SCW,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EHE,GRCh38,ENCFF033EDJ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EHE,GRCh38,ENCFF321KQ,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000ECK,GRCh38,ENCFF425IRA,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000ECK,GRCh38,ENCFF317LOZ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000ECK,GRCh38,ENCFF331ISN,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000ECK,GRCh38,ENCFF328IZQ,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000BKB,GRCh38,ENCFF826GQU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BKB,GRCh38,ENCFF789TXU,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BKB,GRCh38,ENCFF907VC,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BKB,GRCh38,ENCFF958GXF,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR076YPO,GRCh38,ENCFF060JVZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR076YPO,GRCh38,ENCFF306XZQ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR076YPO,GRCh38,ENCFF471MEY,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR076YPO,GRCh38,ENCFF741CLJ,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000EGC,GRCh38,ENCFF224YBQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EGC,GRCh38,ENCFF360FBK,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EGC,GRCh38,ENCFF181MKU,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EGC,GRCh38,ENCFF968SUH,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR159RBE,GRCh38,ENCFF270ONC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR159RBE,GRCh38,ENCFF383JHS,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR159RBE,GRCh38,ENCFF809PWT,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BLE,GRCh38,ENCFF466RZX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BLE,GRCh38,ENCFF811FFA,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BLE,GRCh38,ENCFF235ANN,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BLE,GRCh38,ENCFF872MGU,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR692RKS,GRCh38,ENCFF798IVN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR692RKS,GRCh38,ENCFF921VKZ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR692RKS,GRCh38,ENCFF432NUF,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BNG,GRCh38,ENCFF238UKB,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BNG,GRCh38,ENCFF366RIT,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BNG,GRCh38,ENCFF653ZRI,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BNG,GRCh38,ENCFF830BR,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR817FMN,GRCh38,ENCFF303CVC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR817FMN,GRCh38,ENCFF088PTJ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR817FMN,GRCh38,ENCFF473TOF,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BKK,GRCh38,ENCFF244VKF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BKK,GRCh38,ENCFF307BTT,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BKK,GRCh38,ENCFF976JGP,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BKK,GRCh38,ENCFF834UVX,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR430BKC,GRCh38,ENCFF330OKC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR430BKC,GRCh38,ENCFF904YIF,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR430BKC,GRCh38,ENCFF341QWH,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000DNV,GRCh38,ENCFF645KWQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000DNV,GRCh38,ENCFF612QOF,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000DNV,GRCh38,ENCFF256WM,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR225UTR,GRCh38,ENCFF784ICI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR225UTR,GRCh38,ENCFF173OFQ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR225UTR,GRCh38,ENCFF151XDL,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EDP,GRCh38,ENCFF536DJU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EDP,GRCh38,ENCFF405JOP,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EDP,GRCh38,ENCFF032LZH,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EDP,GRCh38,ENCFF247GXE,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000DMJ,GRCh38,ENCFF385LDF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000DMJ,GRCh38,ENCFF380RBK,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000DMJ,GRCh38,ENCFF535CBF,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000DMJ,GRCh38,ENCFF300OKR,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000BVL,GRCh38,ENCFF738LQC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BVL,GRCh38,ENCFF322HPX,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BVL,GRCh38,ENCFF945FRP,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BUA,GRCh38,ENCFF854RMQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BUA,GRCh38,ENCFF979UHB,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BUA,GRCh38,ENCFF214ORL,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR127NBZ,GRCh38,ENCFF910CYH,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR127NBZ,GRCh38,ENCFF197YJ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR127NBZ,GRCh38,ENCFF581OLW,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BHR,GRCh38,ENCFF787GZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BHR,GRCh38,ENCFF098WBV,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BHR,GRCh38,ENCFF054UWY,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000DPF,GRCh38,ENCFF723DCX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000DPF,GRCh38,ENCFF130DTH,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000DPF,GRCh38,ENCFF965AYV,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR910UQX,GRCh38,ENCFF947CJX,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR910UQX,GRCh38,ENCFF067YDS,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR910UQX,GRCh38,ENCFF992KXT,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR545ADB,GRCh38,ENCFF551WCN,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR545ADB,GRCh38,ENCFF475AQF,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR545ADB,GRCh38,ENCFF612UFB,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BOT,GRCh38,ENCFF271FEM,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BOT,GRCh38,ENCFF371JKH,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BOT,GRCh38,ENCFF951QUI,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BOT,GRCh38,ENCFF669XCW,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000BHS,GRCh38,ENCFF168BDU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BHS,GRCh38,ENCFF084MIZ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BHS,GRCh38,ENCFF049NMT,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BHS,GRCh38,ENCFF091UDB,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000DJW,GRCh38,ENCFF772UYI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000DJW,GRCh38,ENCFF748HZG,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000DJW,GRCh38,ENCFF255TTB,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000DJW,GRCh38,ENCFF868BIT,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000DMO,GRCh38,ENCFF628EUU,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000DMO,GRCh38,ENCFF198YOJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000DMO,GRCh38,ENCFF459FZT,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000DMO,GRCh38,ENCFF715YTA,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EGP,GRCh38,ENCFF540TWL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EGP,GRCh38,ENCFF807TFT,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EGP,GRCh38,ENCFF369YYP,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EGP,GRCh38,ENCFF700GZI,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR808FZR,GRCh38,ENCFF215FJJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR808FZR,GRCh38,ENCFF743UCY,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR808FZR,GRCh38,ENCFF099EQR,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BRK,GRCh38,ENCFF501XJP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000BRK,GRCh38,ENCFF301VMB,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000BRK,GRCh38,ENCFF797NFT,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000BRK,GRCh38,ENCFF547MLB,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000ECV,GRCh38,ENCFF631W,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000ECV,GRCh38,ENCFF093TXB,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000ECV,GRCh38,ENCFF168KIF,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR836SPL,GRCh38,ENCFF548QOU,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR836SPL,GRCh38,ENCFF251FOY,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR836SPL,GRCh38,ENCFF775PUB,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR409DYM,GRCh38,ENCFF089PBH,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR409DYM,GRCh38,ENCFF287FTG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR409DYM,GRCh38,ENCFF568GYT,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR804OBA,GRCh38,ENCFF459NUP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR804OBA,GRCh38,ENCFF584DJA,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR804OBA,GRCh38,ENCFF335LPR,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR962BEI,GRCh38,ENCFF248QLP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR962BEI,GRCh38,ENCFF059NQB,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR962BEI,GRCh38,ENCFF485MTI,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR186JMM,GRCh38,ENCFF628KKY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR186JMM,GRCh38,ENCFF816SAY,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR186JMM,GRCh38,ENCFF931EOQ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR985OYK,GRCh38,ENCFF227HVU,bed narrowPeak,IDR thresholded peaks,"3, 4",ENCODE4
ENCSR985OYK,GRCh38,ENCFF693YG,bed narrowPeak,IDR thresholded peaks,4,ENCODE4
ENCSR985OYK,GRCh38,ENCFF576XT,bed narrowPeak,IDR thresholded peaks,3,ENCODE4
ENCSR133DMU,GRCh38,ENCFF473NCJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR133DMU,GRCh38,ENCFF988QGM,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR133DMU,GRCh38,ENCFF144AKG,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR689JMY,GRCh38,ENCFF348EDE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR689JMY,GRCh38,ENCFF457PIG,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR689JMY,GRCh38,ENCFF179EOH,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR338UQU,GRCh38,ENCFF598VGY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR338UQU,GRCh38,ENCFF084FOM,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR338UQU,GRCh38,ENCFF924PUV,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR846FMR,GRCh38,ENCFF502SCY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR846FMR,GRCh38,ENCFF591JBI,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR846FMR,GRCh38,ENCFF507BTA,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR372IML,GRCh38,ENCFF412ERW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR372IML,GRCh38,ENCFF194MEG,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR372IML,GRCh38,ENCFF967VSP,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR360ECJ,GRCh38,ENCFF672PJF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR360ECJ,GRCh38,ENCFF577WRM,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR360ECJ,GRCh38,ENCFF143OVB,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR231NMZ,GRCh38,ENCFF451IBG,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR231NMZ,GRCh38,ENCFF425ZYE,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR231NMZ,GRCh38,ENCFF786EQJ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR471WXT,GRCh38,ENCFF970QKS,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR471WXT,GRCh38,ENCFF245TIS,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR471WXT,GRCh38,ENCFF048HHX,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR085XDP,GRCh38,ENCFF793HSJ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR085XDP,GRCh38,ENCFF540QUU,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR085XDP,GRCh38,ENCFF467CEX,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR125MLR,GRCh38,ENCFF143QC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR125MLR,GRCh38,ENCFF566XXZ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR125MLR,GRCh38,ENCFF743ZCA,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR860ONE,GRCh38,ENCFF663PTR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR860ONE,GRCh38,ENCFF236AKK,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR860ONE,GRCh38,ENCFF232WLF,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR475ZGL,GRCh38,ENCFF461PEV,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR475ZGL,GRCh38,ENCFF682SSQ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR475ZGL,GRCh38,ENCFF641SRE,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR288NNJ,GRCh38,ENCFF717CPE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR288NNJ,GRCh38,ENCFF176IXL,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR288NNJ,GRCh38,ENCFF454GLR,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR163VTS,GRCh38,ENCFF786CRW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR163VTS,GRCh38,ENCFF217BDR,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR163VTS,GRCh38,ENCFF045UK,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR600SMN,GRCh38,ENCFF521UKW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR600SMN,GRCh38,ENCFF434EDS,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR600SMN,GRCh38,ENCFF050KEM,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR613YQN,GRCh38,ENCFF702UDA,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR613YQN,GRCh38,ENCFF085CIU,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR613YQN,GRCh38,ENCFF817CHL,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR102YQB,GRCh38,ENCFF748IDH,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR102YQB,GRCh38,ENCFF381BFN,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR102YQB,GRCh38,ENCFF651IBA,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR363ASY,GRCh38,ENCFF322CEY,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR363ASY,GRCh38,ENCFF160ECR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR363ASY,GRCh38,ENCFF233XET,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR124APT,GRCh38,ENCFF166QJY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR124APT,GRCh38,ENCFF039VFL,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR124APT,GRCh38,ENCFF423USS,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR583CGO,GRCh38,ENCFF514ZBL,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR583CGO,GRCh38,ENCFF842XVI,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR583CGO,GRCh38,ENCFF486TOR,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR879RGN,GRCh38,ENCFF139FEW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR879RGN,GRCh38,ENCFF289RZW,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR879RGN,GRCh38,ENCFF977AZT,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR929IMB,GRCh38,ENCFF411GOS,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR929IMB,GRCh38,ENCFF477NBU,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR929IMB,GRCh38,ENCFF930CJG,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR478ZYO,GRCh38,ENCFF241LPZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR478ZYO,GRCh38,ENCFF661VBQ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR478ZYO,GRCh38,ENCFF777SE,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR823QTA,GRCh38,ENCFF701NLW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR823QTA,GRCh38,ENCFF841JSV,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR823QTA,GRCh38,ENCFF168ZQL,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR318GET,GRCh38,ENCFF688UT,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR318GET,GRCh38,ENCFF709KLJ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR318GET,GRCh38,ENCFF334WKJ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EDN,GRCh38,ENCFF086ZTC,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EDN,GRCh38,ENCFF494YA,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EDN,GRCh38,ENCFF815AX,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EDN,GRCh38,ENCFF144TBQ,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000DZX,GRCh38,ENCFF785MSW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000DZX,GRCh38,ENCFF880FGK,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000DZX,GRCh38,ENCFF375DEM,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000DZX,GRCh38,ENCFF719MXF,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000DZU,GRCh38,ENCFF196JQW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000DZU,GRCh38,ENCFF289CWA,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000DZU,GRCh38,ENCFF404XUM,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000DZU,GRCh38,ENCFF514SWA,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR000EWF,GRCh38,ENCFF589PZ,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000EWF,GRCh38,ENCFF363DHT,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000EWF,GRCh38,ENCFF765ZQC,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000EWF,GRCh38,ENCFF635XCI,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR473ASI,GRCh38,ENCFF567ADL,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR473ASI,GRCh38,ENCFF941FMP,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR473ASI,GRCh38,ENCFF130DZU,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR926TAH,GRCh38,ENCFF927VIS,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR926TAH,GRCh38,ENCFF650DFB,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR926TAH,GRCh38,ENCFF460OAZ,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000ECO,GRCh38,ENCFF236NLF,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000ECO,GRCh38,ENCFF915TWE,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000ECO,GRCh38,ENCFF256UKW,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000AUA,GRCh38,ENCFF923GDR,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR652OGX,GRCh38,ENCFF653ABW,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR652OGX,GRCh38,ENCFF096ZCH,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR652OGX,GRCh38,ENCFF165VSM,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR202OLE,GRCh38,ENCFF229WDE,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR202OLE,GRCh38,ENCFF647XKN,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR202OLE,GRCh38,ENCFF390YFM,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR561YGS,GRCh38,ENCFF024GMY,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR561YGS,GRCh38,ENCFF098OKQ,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR561YGS,GRCh38,ENCFF152QVC,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000DMM,GRCh38,ENCFF377XCI,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
ENCSR000DMM,GRCh38,ENCFF463VAP,bed narrowPeak,IDR thresholded peaks,2,ENCODE4
ENCSR000DMM,GRCh38,ENCFF725XGY,bed narrowPeak,IDR thresholded peaks,1,ENCODE4
ENCSR000DMM,GRCh38,ENCFF658XME,bed narrowPeak,optimal IDR thresholded peaks,"1, 2",ENCODE3
ENCSR659CCI,GRCh38,ENCFF516ZWP,bed narrowPeak,IDR thresholded peaks,"1, 2",ENCODE4
